Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
1703,OK0BKA,439.425000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kněževes Praha - západ
1704,OK0BKO,439.325000,-,7.600000,Tone,88.5,88.5,FM,12.5,Blansko
1705,OK0BL,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Čerchov
1706,OK0BLI,439.100000,-,7.600000,Tone,88.5,88.5,FM,12.5,Přehrada Lipno, Černá v Pošumaví
1707,OK0BNH,438.625000,-,7.600000,Tone,88.5,88.5,FM,12.5,Černolice
1708,OK0BNJ,438.775000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kozlov u Chyšek
1709,OK0BPI,438.212500,-,7.600000,,88.5,88.5,FM,12.5,Písek
1710,OK0BPL,438.675000,-,7.600000,Tone,88.5,88.5,FM,12.5,Plzeň - Radyně
1711,OK0BPT,439.075000,-,7.600000,Tone,88.5,88.5,FM,12.5,Prachatice - Libín
1712,OK0BR,438.725000,-,7.600000,Tone,77.0,88.5,FM,12.5,Praha - Brdy
1713,OK0BRN,439.375000,-,7.600000,Tone,103.5,103.5,FM,12.5,Brno - Kohoutovice
1714,OK0BRQ,439.550000,-,7.600000,Tone,77.0,77.0,FM,12.5,Brno - Kohoutovice
1715,OK0BRQ,439.450000,-,7.600000,,88.5,88.5,FM,12.5,Brno - Kohoutovice
1716,OK0BRT,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Velké Popovice - Brtnice
1717,OK0BS,438.750000,-,7.600000,Tone,118.8,88.5,FM,12.5,Pardubice - Polabiny
1718,OK0BSJ,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Svatý Jan nad Malší
1719,OK0BTA,438.800000,-,7.600000,Tone,88.5,88.5,FM,12.5,Jistebnice
1720,OK0BZ,439.150000,-,7.600000,Tone,88.5,88.5,FM,12.5,Znojmo, Cínová Hora
1721,OK0BZR,439.400000,-,7.600000,Tone,79.7,88.5,FM,12.5,Vysoké u Žďáru nad Sázavou
1722,OK0C,145.700000,-,0.600000,Tone,136.5,88.5,FM,12.5,Černá Hora
1723,OK0D,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,Lysá Hora
1724,OK0DAN,438.912500,-,7.600000,Tone,88.5,88.5,FM,12.5,Čeradice (Žatec)
1725,OK0DAS,438.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Sněžka
1726,OK0DBF,438.350000,-,7.600000,,88.5,88.5,FM,12.5,Suchý vrch
1727,OK0DBY,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Praha Strahov
1728,OK0DBZ,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Bezděz
1730,OK0DHD,438.450000,-,7.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1731,OK0DHD,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1732,OK0DHU,439.425000,-,7.600000,,88.5,88.5,FM,12.5,Humpolec
1733,OK0DIT,438.637500,-,7.600000,,88.5,88.5,FM,12.5,Devět Křížů
1734,OK0DJ,439.150000,-,7.600000,Tone,88.5,88.5,FM,12.5,Ještěd
1735,OK0DJ,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Ještěd
1736,OK0DMR,439.475000,-,7.600000,,88.5,88.5,FM,12.5,Praha – Strahov
1737,OK0DNS,438.375000,-,7.600000,,88.5,88.5,FM,12.5,Ještědka
1738,OK0DOL,439.525000,-,7.600000,,88.5,88.5,FM,12.5,Olomouc – Lošov
1739,OK0DOV,439.487500,-,7.600000,Tone,88.5,88.5,FM,12.5,Ostrava-Poruba
1740,OK0DPA,438.625000,-,7.600000,,88.5,88.5,FM,12.5,Pavlov
1741,OK0DPL,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Plzeň - město
1742,OK0DRB,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Plaveč, Jesenice u Rakovníka
1743,OK0DRO,438.600000,-,7.600000,,88.5,88.5,FM,12.5,Rokycany
1744,OK0DSJ,438.625000,-,7.600000,,88.5,88.5,FM,12.5,Velký Javorník
1745,OK0DSK,438.600000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kubánkov
1746,OK0DSL,438.325000,-,7.600000,,88.5,88.5,FM,12.5,Studená loučka
1747,OK0DUR,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Určice
1748,OK0DV,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Železné Hory
1749,OK0DZO,439.500000,-,7.600000,Tone,88.5,88.5,FM,12.5,Olomouc - Svatý Kopeček
1750,OK0E,145.650000,-,0.600000,Tone,100.0,100.0,FM,12.5,Klínovec
1751,OK0EB,145.575000,-,0.600000,,88.5,88.5,FM,12.5,Kleť - Blanský les
1752,OK0EB,439.175000,-,7.600000,Tone,77.0,77.0,FM,12.5,Kleť
1753,OK0F,145.775000,-,0.600000,Tone,136.5,88.5,FM,12.5,Suchý Vrch
1754,OK0G,145.587500,-,0.600000,Tone,77.0,77.0,FM,12.5,Libín, okres Prachatice
1755,OK0H,145.675000,-,0.600000,Tone,88.5,88.5,FM,12.5,Děvín
1756,OK0HCS,439.450000,-,7.600000,,88.5,88.5,FM,12.5,Praha 6 - Strahov
1757,OK0I,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Teplice
1758,OK0K,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,Kladno
1759,OK0KOP,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Mikulčin Vrch
1760,OK0KRC,1258.200000,+,35.000000,,88.5,88.5,FM,12.5,Praha
1761,OK0KRC,1258.200000,+,35.000000,,88.5,88.5,FM,12.5,Praha
1762,OK0L,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Klatovy
1763,OK0MF,51.970000,-,0.600000,Tone,88.5,88.5,FM,12.5,Suchý vrch, Orlické hory
1764,OK0MM,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Kozlov u Chyšek
1765,OK0N,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Praha - Žižkov
1766,OK0N,438.950000,-,7.600000,Tone,79.7,79.7,FM,12.5,Praha - Žižkov
1767,OK0NCC,439.550000,-,7.600000,Tone,88.5,88.5,FM,12.5,Cukrak
1768,OK0ND,439.025000,-,7.600000,Tone,203.5,203.5,FM,12.5,Praha Strahov
1769,OK0O,145.600000,-,0.600000,Tone,136.5,136.5,FM,12.5,Pohořany
1770,OK0OMX,439.525000,-,7.600000,,88.5,88.5,FM,12.5,Praha
1771,OK0OZL,145.637500,-,0.600000,Tone,136.5,136.5,FM,12.5,Zlín
1772,OK0OZL,438.725000,-,7.600000,Tone,88.5,88.5,FM,12.5,Zlín - Kudlov
1773,OK0PI,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Jarník
1774,OK0PI,145.712500,-,0.600000,Tone,100.0,88.5,FM,12.5,Písek
1775,OK0POR,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Vidovice
1776,OK0POR,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Vidovice
1777,OK0PV,439.225000,-,7.600000,Tone,88.5,88.5,FM,12.5,Prostějov
1778,OK0PVD,439.225000,-,7.600000,,88.5,88.5,FM,12.5,Drahany
1779,OK0Q,439.375000,-,7.600000,,88.5,88.5,FM,12.5,Pardubice
1780,OK0S,145.787500,-,0.600000,Tone,118.8,88.5,FM,12.5,Pardubice - Polabiny
1781,OK0T,145.787500,-,0.600000,Tone,88.5,88.5,FM,12.5,Teplice - Doubravka
1782,OK0T,438.800000,-,7.600000,Tone,88.5,88.5,FM,12.5,Teplice - Doubravka
1783,OK0TAD,438.400000,-,7.600000,,88.5,88.5,FM,12.5,Milovice
1784,OK0X,439.350000,-,7.600000,Tone,88.5,88.5,FM,12.5,Praděd
1785,OK0YSF,145.612500,-,0.600000,Tone,71.9,71.9,FM,12.5,Kotvrdovice
1786,OK0Z,439.400000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kelčský Javorník
1787,OK1CQC,144.837500,+,0.000000,,88.5,88.5,FM,12.5,Rokycany
1788,OK1HZ,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Zlín-Malenovice
1789,OK1KHL,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Holice - Kamenec
1790,OK1KVR,145.187500,+,0.600000,,88.5,88.5,FM,12.5,Vrchlabi
1791,OK2JF,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Žďár nad Sázavou
1792,OK2JF,144.862500,+,0.000000,,88.5,88.5,FM,12.5,Vysoké
1793,OK2KVM,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Cyrilov
1794,OK3JS,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Vrbno pod Pradědem Železná
1795,OK4PS,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Kroměříž
1796,OK5DM,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Ústí nad Labem- Centrum
1797,OK5MV,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Dráchov
1798,OM0OAA,438.625000,-,7.600000,Tone,67.0,67.0,FM,12.5,kóta Snoh - Hradisko
1799,OM0OAA,438.625000,-,7.600000,,88.5,88.5,FM,12.5, dočasne mesto Žilina
1800,OM0OAC,438.225000,-,7.600000,Tone,118.8,118.8,FM,12.5,Čadca, Drahošanka
1801,OM0OAD,438.550000,-,7.600000,Tone,67.0,67.0,FM,12.5,Kubínska hoľa
1802,OM0OAE,438.925000,-,7.600000,Tone,67.0,67.0,FM,12.5, kóta Snoh - Hradisko
1803,OM0OAF,439.125000,-,7.600000,,88.5,88.5,FM,12.5,Banská Bystrica, SR
1804,OM0ODB,438.325000,-,7.600000,,88.5,88.5,FM,12.5,Bratislava, Slavin
1805,OM0ODM,438.225000,-,7.600000,,88.5,88.5,FM,12.5,Kosice
1806,OM0ODP,438.275000,-,7.600000,Tone,118.8,118.8,FM,12.5,Štrbské Pleso
1807,OM0OET,439.225000,-,7.600000,Tone,77.0,77.0,FM,12.5,Nové Zámky
1808,OM0ONM,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Michalovce
1809,OM0OUA,439.137500,-,7.600000,Tone,118.8,118.8,FM,12.5,Veľká lúka, Martinské hole
1810,OM0OUA,439.137500,-,7.600000,Tone,118.8,118.8,FM,12.5,Martinske Hole - Velka Luka
1811,OM0OUB,439.325000,-,7.600000,Tone,77.0,77.0,FM,12.5,Bratislava, Slavin
1812,OM0OUE,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Kosice
1813,OM0OUG,439.175000,-,7.600000,Tone,88.5,88.5,FM,12.5,Galanta
1814,OM0OUH,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Banska Bystrica - Hvezdaren Vartovka
1815,OM0OUH,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Banska Bystrica
1816,OM0OUI,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Zamek Stará Ľubovňa
1817,OM0OUJ,438.875000,-,7.600000,Tone,77.0,77.0,FM,12.5,Veľká Javorina
1818,OM0OUK,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Kojšovská hoľa
1819,OM0OUL,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Lučenec
1820,OM0OUN,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Veľký Inovec
1821,OM0OUP,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Prešov
1822,OM0OUR,439.475000,-,7.600000,Tone,88.5,88.5,FM,12.5,Trnava
1823,OM0OUS,439.025000,-,0.600000,,88.5,88.5,FM,12.5,Stará Ľubovňa
1824,OM0OUT,439.100000,-,7.600000,Tone,88.5,88.5,FM,12.5,Trenčín
1825,OM0OUX,439.150000,-,7.600000,Tone,77.0,77.0,FM,12.5,Sitno
1826,OM0OUZ,439.250000,-,7.600000,,88.5,88.5,FM,12.5,Zvolen
1827,OM0OVQ,145.762500,-,0.600000,Tone,77.0,77.0,FM,12.5,Veľká Javorina
1828,OM0OVR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kráľova Hoľa
1829,OM0OVT,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,Makovica
1830,OM0OVU,145.725000,-,0.600000,Tone,67.0,67.0,FM,12.5,Veľká lúka, Martinské hole
1831,OM0OVV,145.600000,-,0.600000,Tone,77.0,77.0,FM,12.5,Kamzík - Bratislava
1832,OM0OVY,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Rudník
1833,ON0AND,438.987500,-,7.600000,Tone,131.8,131.8,FM,12.5,Antwerp City Police Building
1834,ON0APS,438.362500,-,7.600000,Tone,79.7,79.7,FM,12.5,Dendermonde
1835,ON0GRC,439.250000,-,7.600000,Tone,79.7,79.7,FM,12.5,Gent
1836,ON0ODR,439.150000,-,7.600000,Tone,79.7,79.7,FM,12.5,Oudenaarde
1837,ON0ONZ,438.725000,-,7.600000,Tone,79.7,88.5,FM,12.5,Knokke-Heist
1838,ON0ORA,438.800000,-,7.600000,Tone,131.8,88.5,FM,12.5,Opwijk
1839,ON0OST,439.300000,-,7.600000,Tone,79.7,88.5,FM,12.5,Oostende
1840,ON0OV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Gent
1841,OZ0REA,51.870000,-,0.600000,,88.5,88.5,FM,12.5,Naestved
1842,OZ0REC,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Vordingborg
1843,OZ0REG,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Glostrup
1844,OZ0REP,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Spjald
1845,OZ0REQ,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Fredericia
1846,OZ0REU,29.660000,-,0.100000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1847,OZ0REU,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Gilleleje
1848,OZ1OPY/R,29.680000,-,0.100000,,88.5,88.5,FM,12.5,Vejle
1849,OZ1REV,51.810000,-,0.600000,,88.5,88.5,FM,12.5,Hurup Thy
1850,OZ1REX,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Silkeborg
1851,OZ2ERP,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Sonder Felding
1852,OZ2REC,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Hobro
1853,OZ2REE,1297.250000,-,6.000000,,88.5,88.5,FM,12.5,Ringe / Midtfyn
1854,OZ2RES,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Helsingør
1855,OZ2REU,1297.150000,-,6.000000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1856,OZ2REU,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1857,OZ2REX,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Frederikssund
1858,OZ3RED,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Randers
1859,OZ3REE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Herning
1860,OZ3REF,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Odense (lokal repeater)
1861,OZ3REG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vejrhøj
1862,OZ3REG,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Vejrhøj
1863,OZ3REI,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Knivsbjerg
1864,OZ3REJ,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Ringsted
1865,OZ3REJ,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Ringsted
1866,OZ3REK,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Esbjerg
1867,OZ3REO,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Østermarie / Bornholm
1868,OZ3REP,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Lolland / Bandholm
1869,OZ3RET,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Sæby
1870,OZ3REX,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Vissenbjerg
1871,OZ3REY,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Knivsbjerg
1872,OZ3REZ,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Roskilde / Kara
1873,OZ4GRE,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Grenaa
1874,OZ4REN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Aalborg / Støvring
1875,OZ4REX,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Skive
1876,OZ4REY,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Eskebjerg
1877,OZ5REB,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Yding Skovhøj
1878,OZ5REE,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Ballerup
1879,OZ5REJ,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Lindeballe
1880,OZ5REJ,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Skjoldbjerg
1881,OZ5REO,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Vejle
1882,OZ5REQ,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Maribo
1883,OZ5REU,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Odense / Knæhøj
1884,OZ5REW,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Skive
1885,OZ6REC,434.787500,-,2.000000,,88.5,88.5,FM,12.5,Regstrup
1886,OZ6RED,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Hjørring
1887,OZ6REE,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Svennerup
1888,OZ6REH,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Svendborg / Egebjerg
1889,OZ6REJ,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Rold
1890,OZ6RET,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Korsør
1891,OZ6REU,51.950000,-,0.600000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1892,OZ6REV,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Nykøbing S.
1893,OZ6REX/R,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Vejle
1894,OZ7REF,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Svendborg
1895,OZ7REP,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Snertinge
1896,OZ7RER,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vestjylland (Ølstrup)
1897,OZ7REU,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1898,OZ7REZ,51.830000,-,0.600000,,88.5,88.5,FM,12.5,Lolland
1899,OZ8REA,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Nykøbing / Sjaelland
1900,OZ8REB,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Nyborg
1901,OZ8REG,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vordingborg
1902,OZ8REH,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vongshøj
1903,OZ8REL,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Gladsaxe
1904,OZ8RES/R,434.637500,-,2.000000,,88.5,88.5,FM,12.5,Vejle
1905,OZ8REY,51.970000,-,0.600000,,88.5,88.5,FM,12.5,Svendborg
1906,OZ9REB,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Røret
1907,OZ9REB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Roret
1908,OZ9REG,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Yding / Skovhøj
1909,OZ9REH,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Ramløse / Vejby
1910,OZ9REH,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Ramløse
1911,OZ9REI,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Grevinge / Dutterhøj
1912,OZ9REL,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Esbjerg
1913,OZ9REO,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Purhøj
1914,OZ9REP,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Aalborg city
1915,OZ9RER,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Frederikshavn
1916,OZ9RES,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Hanstholm
1917,OZ9REU,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Kalundborg
1918,OZ9REV,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Vongshøj (Løgumkloster)
1919,OZ9REX,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Hurup / Thy
1920,OZ9REX,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Hurup / Thy
1921,OZ9REZ,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Randers
1922,PA3CBJ,144.912500,+,0.000000,,88.5,88.5,DV,12.5,Koggenland
1923,PD3LKN,438.737500,-,7.600000,Tone,110.9,88.5,FM,12.5,Amsterdam
1928,PI1APD,438.087500,-,7.600000,,88.5,88.5,DV,12.5,Apeldoorn
1929,PI1BLD,144.925000,+,0.000000,,88.5,88.5,DV,12.5,Bladel
1930,PI1BOZ,438.125000,-,7.600000,,88.5,88.5,DV,12.5,Bergen op Zoom
1931,PI1CJP,430.850000,+,0.000000,,88.5,88.5,DV,12.5,Blaricum
1933,PI1DEC,438.000000,-,7.600000,,88.5,88.5,DV,12.5,Dordrecht
1935,PI1DGF,144.937500,+,0.000000,,88.5,88.5,DV,12.5,Amersfoort
1936,PI1DHD,144.937500,+,0.000000,,88.5,88.5,DV,12.5,Den Helder
1937,PI1DHD,438.175000,-,7.600000,,88.5,88.5,DV,12.5,Den Helder
1938,PI1DRA,438.400000,-,7.600000,,88.5,88.5,DV,12.5,Drachten
1940,PI1DSE,144.900000,+,0.000000,,88.5,88.5,DV,12.5,Eindhoven
1941,PI1DSE,438.400000,-,7.600000,,88.5,88.5,DV,12.5,Eindhoven
1943,PI1GLP,144.962500,+,0.000000,,88.5,88.5,DV,12.5,Geldrop
1945,PI1HGL,438.250000,-,7.600000,,88.5,88.5,DV,12.5,Den Haag
1947,PI1HWB,438.100000,-,7.600000,,88.5,88.5,DV,12.5,Breda
1950,PI1MEP,438.125000,-,7.600000,,88.5,88.5,DV,12.5,Meppel
1954,PI1NYM,438.050000,-,7.600000,,88.5,88.5,DV,12.5,Nijmegen
1955,PI1NYV,144.875000,+,0.000000,,88.5,88.5,DV,12.5,Nijverdal
1956,PI1NZB,144.900000,+,0.000000,,88.5,88.5,DV,12.5,Kamperland
1957,PI1ORB,430.812500,+,0.000000,,88.5,88.5,DV,12.5,Tilburg
1959,PI1RYS,438.050000,-,7.600000,,88.5,88.5,DV,12.5,Amsterdam
1960,PI1SHA,438.312500,-,7.600000,,88.5,88.5,DV,12.5,Almere
1961,PI1SNK,438.325000,-,117.600000,,88.5,88.5,DV,12.5,Sneek   
1965,PI1VLI,438.150000,-,7.600000,,88.5,88.5,DV,12.5,Vlissingen
1967,PI1XDV,430.975000,+,0.000000,,88.5,88.5,DV,12.5,Amersfoort
1968,PI1YMD,144.950000,+,0.000000,,88.5,88.5,DV,12.5,IJmuiden
1969,PI1ZEE,438.037500,-,7.600000,,88.5,88.5,DV,12.5,Zeewolde
1974,PI2ALK,430.375000,+,1.600000,Tone,88.5,88.5,FM,12.5,Alkmaar
1975,PI2ALW,430.062500,+,1.600000,,88.5,88.5,FM,12.5,Wijnaldum
1976,PI2AMF,430.250000,+,1.600000,,88.5,88.5,FM,12.5,Amersfoort
1977,PI2ANH,430.050000,+,1.600000,Tone,77.0,88.5,FM,12.5,Oosterbeek
1978,PI2APD,430.150000,+,1.600000,,88.5,88.5,FM,12.5,Apeldoorn
1979,PI2ASD,430.200000,+,1.600000,Tone,110.9,110.9,FM,12.5,Amsterdam
1980,PI2ASN,430.050000,+,1.600000,,88.5,88.5,FM,12.5,Assen
1981,PI2BOZ,430.025000,+,1.600000,Tone,88.5,88.5,FM,12.5,Bergen op Zoom
1982,PI2BRD,430.325000,+,1.600000,Tone,71.9,88.5,FM,12.5,Breda
1983,PI2DEC,430.362500,+,1.600000,,88.5,88.5,FM,12.5,Dordrecht
1984,PI2DFT,430.087500,+,1.600000,Tone,88.5,88.5,FM,12.5,Delft
1985,PI2EHV,430.100000,+,1.600000,Tone,71.9,88.5,FM,12.5,Eindhoven
1986,PI2FLD,430.287500,+,1.600000,,88.5,88.5,FM,12.5,Almere
1987,PI2GOR,430.012500,+,1.600000,Tone,88.5,88.5,FM,12.5,Gorinchem
1988,PI2GRO,430.237500,+,1.600000,Tone,82.5,88.5,FM,12.5,Groningen
1989,PI2HGL,430.350000,+,1.600000,,88.5,88.5,FM,12.5,Den Haag
1990,PI2HLM,430.250000,+,1.600000,Tone,88.5,88.5,FM,12.5,Haarlem
1991,PI2HVN,430.025000,+,1.600000,Tone,82.5,88.5,FM,12.5,Heerenveen
1992,PI2HWD,438.875000,-,7.600000,Tone,88.5,88.5,FM,12.5,Heerhugowaard
1993,PI2JUT,430.062500,+,1.600000,,88.5,88.5,FM,12.5,Laag Soeren
1994,PI2KMP,430.175000,+,1.600000,Tone,77.0,88.5,FM,12.5,Kampen
1995,PI2MEP,430.075000,+,1.600000,,88.5,88.5,FM,12.5,Meppel
1996,PI2NEN,430.062500,+,1.600000,Tone,71.9,88.5,FM,12.5,Nederwetten
1997,PI2NLB,430.200000,+,1.600000,Tone,71.9,88.5,FM,12.5,Gennep
1998,PI2NMG,430.312500,+,1.600000,Tone,77.0,88.5,FM,12.5,Nijmegen
1999,PI2NOG,430.325000,+,1.600000,Tone,82.5,88.5,FM,12.5,Delfzijl
2000,PI2NOS,430.125000,+,1.600000,Tone,192.8,88.5,FM,12.5,Landelijk
2001,PI2NOV,430.262500,+,1.600000,,88.5,88.5,FM,12.5,'t Harde
2002,PI2RDH,430.262500,+,1.600000,,88.5,88.5,FM,12.5,Den Helder
2003,PI2RMD,430.362500,+,1.600000,,88.5,88.5,FM,12.5,Melick
2004,PI2RTD,430.300000,+,1.600000,Tone,88.5,88.5,FM,12.5,Rotterdam
2005,PI2SHB,430.175000,+,1.600000,Tone,71.9,88.5,FM,12.5,'s-Hertogenbosch
2006,PI2SWK,430.225000,+,1.600000,Tone,88.5,88.5,FM,12.5,Gouda
2007,PI2TWE,430.225000,+,1.600000,,88.5,88.5,FM,12.5,Enschede
2008,PI2TWR,430.212500,+,1.600000,,88.5,88.5,FM,12.5,Barneveld
2009,PI2VLI,430.337500,+,1.600000,Tone,88.5,88.5,FM,12.5,Vlissingen
2010,PI2VNR,430.350000,+,1.600000,Tone,71.9,88.5,FM,12.5,Venray
2011,PI2WSN,430.150000,+,1.600000,Tone,82.5,88.5,FM,12.5,Stadskanaal
2012,PI2YSS,430.012500,+,1.600000,Tone,77.0,88.5,FM,12.5,Zutphen
2013,PI2ZAZ,430.037500,+,1.600000,Tone,88.5,88.5,FM,12.5,Assendelft
2014,PI2ZST,430.075000,+,1.600000,,88.5,88.5,FM,12.5,Zeist
2015,PI3ALK,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Alkmaar
2016,PI3ALM,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Almere
2017,PI3AMF,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Amersfoort
2018,PI3APD,145.725000,-,0.600000,Tone,77.0,88.5,FM,12.5,Apeldoorn
2019,PI3ASD,145.775000,-,0.600000,Tone,88.5,88.5,FM,12.5,Amsterdam
2020,PI3BOZ,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Bergen op Zoom
2021,PI3BRD,145.650000,-,0.600000,Tone,71.9,88.5,FM,12.5,Breda
2022,PI3DTC,145.700000,-,0.600000,Tone,77.0,88.5,FM,12.5,Doetinchem
2023,PI3EHV,145.700000,-,0.600000,Tone,71.9,88.5,FM,12.5,Eindhoven
