Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
725,GB3AM,50.840000,+,0.500000,,88.5,88.5,FM,12.5,AMERSHAM
726,GB3AN,433.200000,+,1.600000,,88.5,88.5,FM,12.5,
727,GB3AR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,CAERNARFON
728,GB3AS,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
729,GB3AU,433.175000,+,1.600000,,88.5,88.5,FM,12.5,AMERSHAM
730,GB3AV,433.050000,+,1.600000,,88.5,88.5,FM,12.5,AYLESBURY
731,GB3AW,433.250000,+,1.600000,,88.5,88.5,FM,12.5,NEWBURY
732,GB3AY,145.650000,-,0.600000,,88.5,88.5,FM,12.5,DALRY
733,GB3BA,433.325000,+,1.600000,,88.5,88.5,FM,12.5,
734,GB3BB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,
735,GB3BC,145.750000,-,0.600000,,88.5,88.5,FM,12.5,PONTYPRIDD
736,GB3BE,430.862500,+,7.600000,,88.5,88.5,FM,12.5,DUNS
737,GB3BF,145.787500,-,0.600000,,88.5,88.5,FM,12.5,
738,GB3BI,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
739,GB3BL,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
740,GB3BM,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
741,GB3BN,433.000000,+,1.600000,,88.5,88.5,FM,12.5,BRACKNELL
742,GB3BR,433.150000,+,1.600000,,88.5,88.5,FM,12.5,BRIGHTON
743,GB3BS,430.850000,+,7.600000,,88.5,88.5,FM,12.5,BRISTOL
744,GB3BT,145.700000,-,0.600000,,88.5,88.5,FM,12.5,BERWICK ON TWEED
745,GB3BV,433.025000,+,1.600000,,88.5,88.5,FM,12.5,
746,GB3BX,145.675000,-,0.600000,,88.5,88.5,DV,12.5,
747,GB3BY,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
748,GB3BZ,430.850000,+,7.600000,,88.5,88.5,FM,12.5,
749,GB3CA,433.325000,+,1.600000,,88.5,88.5,FM,12.5,CARLISLE
750,GB3CB,433.350000,+,1.600000,,88.5,88.5,FM,12.5,BIRMINGHAM
751,GB3CC,430.962500,+,7.600000,,88.5,88.5,FM,12.5,
752,GB3CD,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
753,GB3CE,433.350000,+,1.600000,,88.5,88.5,FM,12.5,COLCHESTER
754,GB3CF,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
755,GB3CG,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
756,GB3CH,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
757,GB3CI,430.825000,+,7.600000,,88.5,88.5,FM,12.5,CORBY
758,GB3CJ,29.640000,-,0.100000,,88.5,88.5,FM,12.5,NORTHAMPTON
759,GB3CK,433.000000,+,1.600000,,88.5,88.5,FM,12.5,CHARING KENT
760,GB3CL,433.225000,+,1.600000,,88.5,88.5,FM,12.5,CLACTON
761,GB3CM,430.862500,+,7.600000,,88.5,88.5,FM,12.5,
762,GB3CN,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
763,GB3CO,145.662500,-,0.600000,,88.5,88.5,FM,12.5,CORBY
764,GB3CP,145.737500,-,0.600000,,88.5,88.5,FM,12.5,FERMANAGH
765,GB3CR,433.150000,+,1.600000,,88.5,88.5,FM,12.5,CAERGWRLE
766,GB3CS,145.750000,-,0.600000,,88.5,88.5,FM,12.5,MOTHERWELL
767,GB3CV,430.812500,+,7.600000,,88.5,88.5,FM,12.5,
768,GB3CW,433.100000,+,1.600000,,88.5,88.5,FM,12.5,NEWTOWN POWYS
769,GB3CY,430.862500,+,7.600000,,88.5,88.5,FM,12.5,
770,GB3DA,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
771,GB3DB,50.770000,+,0.500000,,88.5,88.5,FM,12.5,
772,GB3DC,145.687500,-,0.600000,,88.5,88.5,FM,12.5,DERBY
773,GB3DD,433.250000,+,1.600000,,88.5,88.5,FM,12.5,
774,GB3DE,433.175000,+,1.600000,,88.5,88.5,FM,12.5,IPSWICH
775,GB3DG,145.775000,-,0.600000,,88.5,88.5,FM,12.5,
776,GB3DI,433.150000,+,1.600000,,88.5,88.5,FM,12.5,DIDCOT
777,GB3DM,430.925000,+,7.600000,,88.5,88.5,FM,12.5,
778,GB3DN,145.637500,-,0.600000,,88.5,88.5,FM,12.5,STIBB CROSS
779,GB3DQ,430.975000,+,7.600000,,88.5,88.5,FM,12.5,POLPERRO
780,GB3DR,145.737500,-,0.600000,,88.5,88.5,FM,12.5,DORCHESTER
781,GB3DS,433.325000,+,1.600000,,88.5,88.5,FM,12.5,WORKSOP
782,GB3DT,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
783,GB3DU,145.762500,-,0.600000,,88.5,88.5,FM,12.5,
784,GB3DV,433.025000,+,1.600000,,88.5,88.5,FM,12.5,MALTBY
785,GB3DW,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
786,GB3DX,433.300000,+,1.600000,,88.5,88.5,FM,12.5,DERRY/LONDONDERRY
787,GB3DY,433.250000,+,1.600000,,88.5,88.5,FM,12.5,WIRKSWORTH
788,GB3EA,145.687500,-,0.600000,,88.5,88.5,FM,12.5,WICKHAMBROOK
789,GB3EB,145.787500,-,0.600000,,88.5,88.5,FM,12.5,
790,GB3EC,50.830000,+,0.500000,,88.5,88.5,FM,12.5,BURY ST EDMUNDS
791,GB3ED,433.350000,+,1.600000,,88.5,88.5,FM,12.5,
792,GB3EE,433.300000,+,1.600000,,88.5,88.5,FM,12.5,
793,GB3EF,50.720000,+,0.500000,,88.5,88.5,FM,12.5,STOWMARKET
794,GB3EG,430.912500,+,7.600000,,88.5,88.5,FM,12.5,
795,GB3EH,430.962500,+,7.600000,,88.5,88.5,FM,12.5,
796,GB3EI,145.612500,-,0.600000,,88.5,88.5,FM,12.5,
797,GB3EJ,1297.100000,-,6.000000,,88.5,88.5,FM,12.5,
798,GB3EK,430.887500,+,7.600000,,88.5,88.5,FM,12.5,MARGATE
799,GB3EL,145.600000,-,0.600000,,88.5,88.5,FM,12.5,LONDON
800,GB3EM,145.762500,-,0.600000,,88.5,88.5,FM,12.5,
801,GB3EP,145.737500,-,0.600000,,88.5,88.5,FM,12.5,
802,GB3ER,433.075000,+,1.600000,,88.5,88.5,FM,12.5,DANBURY
803,GB3ES,145.675000,-,0.600000,,88.5,88.5,FM,12.5,HASTINGS
804,GB3EU,438.437500,-,7.600000,,88.5,88.5,FM,12.5,
805,GB3EV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,DUFTON
806,GB3EW,145.612500,-,0.600000,,88.5,88.5,FM,12.5,EXETER
807,GB3EX,430.950000,+,7.600000,,88.5,88.5,FM,12.5,SILVERTON
808,GB3EZ,430.975000,+,7.600000,,88.5,88.5,FM,12.5,WICKHAMBROOK
809,GB3FC,430.850000,+,7.600000,,88.5,88.5,FM,12.5,BLACKPOOL
810,GB3FE,145.662500,-,0.600000,,88.5,88.5,FM,12.5,STIRLING
811,GB3FG,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
812,GB3FH,50.770000,+,0.500000,,88.5,88.5,FM,12.5,SOMERSET
813,GB3FI,430.925000,+,7.600000,,88.5,88.5,FM,12.5,
814,GB3FJ,430.950000,+,7.600000,,88.5,88.5,FM,12.5,ASGARBY
815,GB3FK,145.750000,-,0.600000,,88.5,88.5,FM,12.5,
816,GB3FM,1297.050000,-,6.000000,,88.5,88.5,FM,12.5,FARNHAM
817,GB3FN,433.375000,+,1.600000,,88.5,88.5,FM,12.5,FARNHAM
818,GB3FR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,SPILSBY LINCS.
819,GB3FU,145.750000,-,0.600000,,88.5,88.5,FM,12.5,
820,GB3FX,50.810000,+,0.500000,,88.5,88.5,FM,12.5,FARNHAM
821,GB3GB,433.300000,+,1.600000,,88.5,88.5,FM,12.5,
822,GB3GC,50.730000,+,0.500000,,88.5,88.5,FM,12.5,GUNNISLAKE
823,GB3GD,145.625000,-,0.600000,,88.5,88.5,FM,12.5,SNAEFELL IOM
824,GB3GF,433.300000,+,1.600000,,88.5,88.5,FM,12.5,GUILDFORD
825,GB3GH,433.125000,+,1.600000,,88.5,88.5,FM,12.5,GLOUCESTER
826,GB3GJ,145.637500,-,0.600000,,88.5,88.5,FM,12.5,ST HELIER
827,GB3GL,430.900000,+,7.600000,,88.5,88.5,FM,12.5,
828,GB3GN,145.775000,-,0.600000,,88.5,88.5,FM,12.5,BANCHORY
829,GB3GO,145.787500,-,0.600000,,88.5,88.5,FM,12.5,
830,GB3GR,430.850000,+,7.600000,,88.5,88.5,FM,12.5,
831,GB3GS,433.300000,+,1.600000,,88.5,88.5,FM,12.5,
832,GB3GU,433.325000,+,1.600000,,88.5,88.5,FM,12.5,GUERNSEY
833,GB3GY,433.275000,+,1.600000,,88.5,88.5,FM,12.5,CLEETHORPES
834,GB3HA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,
835,GB3HB,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
836,GB3HC,433.150000,+,1.600000,,88.5,88.5,FM,12.5,
837,GB3HD,433.225000,+,1.600000,,88.5,88.5,FM,12.5,
838,GB3HE,430.925000,+,7.600000,,88.5,88.5,DV,12.5,
839,GB3HG,145.625000,-,0.600000,,88.5,88.5,FM,12.5,THIRSK
840,GB3HH,145.700000,-,0.600000,,88.5,88.5,FM,12.5,BUXTON
841,GB3HI,145.700000,-,0.600000,,88.5,88.5,FM,12.5,ISLE OF MULL
842,GB3HJ,433.025000,+,1.600000,,88.5,88.5,FM,12.5,HARROGATE
843,GB3HK,433.050000,+,1.600000,,88.5,88.5,FM,12.5,SELKIRK
844,GB3HM,50.820000,+,0.500000,,88.5,88.5,FM,12.5,BELPER
845,GB3HN,433.025000,+,1.600000,,88.5,88.5,FM,12.5,
846,GB3HO,430.887500,+,7.600000,,88.5,88.5,FM,12.5,HORSHAM
847,GB3HR,433.350000,+,1.600000,,88.5,88.5,FM,12.5,HARROW
848,GB3HS,145.650000,-,0.600000,,88.5,88.5,FM,12.5,
849,GB3HT,433.275000,+,1.600000,,88.5,88.5,FM,12.5,
850,GB3HW,433.325000,+,1.600000,,88.5,88.5,FM,12.5,GIDEA PARK
851,GB3HX,50.760000,+,0.500000,,88.5,88.5,FM,12.5,
852,GB3HY,430.900000,+,7.600000,,88.5,88.5,FM,12.5,HAYWARDS HEATH
853,GB3IC,433.125000,+,1.600000,,88.5,88.5,FM,12.5,
854,GB3IE,430.850000,+,7.600000,,88.5,88.5,DV,12.5,
855,GB3IG,145.775000,-,0.600000,,88.5,88.5,FM,12.5,STORNOWAY
856,GB3IH,433.100000,+,1.600000,,88.5,88.5,FM,12.5,IPSWICH
857,GB3IK,145.762500,-,0.600000,,88.5,88.5,FM,12.5,ROCHESTER
858,GB3IM-C,430.825000,+,7.600000,,88.5,88.5,FM,12.5,DOUGLAS IOM
859,GB3IM-P,430.875000,+,7.600000,,88.5,88.5,FM,12.5,PEEL
860,GB3IM-R,430.825000,+,7.600000,,88.5,88.5,FM,12.5,RAMSEY IOM
861,GB3IM-S,433.125000,+,1.600000,,88.5,88.5,FM,12.5,DOUGLAS IOM
862,GB3IN,145.637500,-,0.600000,,88.5,88.5,FM,12.5,
863,GB3IP,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
864,GB3IR,145.762500,-,0.600000,,88.5,88.5,FM,12.5,RICHMOND YORKS
865,GB3IW,433.225000,+,1.600000,,88.5,88.5,FM,12.5,
866,GB3JB,145.787500,-,0.600000,,88.5,88.5,FM,12.5,MERE WILTSHIRE
867,GB3JL,145.787500,-,0.600000,,88.5,88.5,FM,12.5,LISKEARD
868,GB3JM,430.875000,+,7.600000,,88.5,88.5,FM,12.5,
869,GB3JS,433.025000,+,1.600000,,88.5,88.5,FM,12.5,
870,GB3JU,430.900000,+,7.600000,,88.5,88.5,FM,12.5,ST HELIER
871,GB3KA,430.887500,+,7.600000,,88.5,88.5,FM,12.5,
872,GB3KC,430.900000,+,7.600000,,88.5,88.5,FM,12.5,STOURBRIDGE
873,GB3KE,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
874,GB3KI,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
875,GB3KK,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
876,GB3KL,433.100000,+,1.600000,,88.5,88.5,FM,12.5,
877,GB3KN,145.700000,-,0.600000,,88.5,88.5,FM,12.5,MAIDSTONE
878,GB3KR,430.812500,+,7.600000,,88.5,88.5,FM,12.5,
879,GB3KS,145.625000,-,0.600000,,88.5,88.5,FM,12.5,DOVER
880,GB3KT,430.900000,+,7.600000,,88.5,88.5,FM,12.5,
881,GB3KU,433.075000,+,1.600000,,88.5,88.5,FM,12.5,ASHTON-UNDER-LYNE
882,GB3KV,430.975000,+,7.600000,,88.5,88.5,FM,12.5,KILSYTH
883,GB3KW,430.825000,+,7.600000,,88.5,88.5,FM,12.5,
884,GB3KY,145.712500,-,0.600000,,88.5,88.5,FM,12.5,KINGS LYNN
885,GB3LA,145.712500,-,0.600000,,88.5,88.5,FM,12.5,SANQUHAR
886,GB3LB,145.787500,-,0.600000,,88.5,88.5,FM,12.5,LAUDER
887,GB3LC,430.937500,+,7.600000,,88.5,88.5,FM,12.5,
888,GB3LD,145.675000,-,0.600000,,88.5,88.5,FM,12.5,LANCASTER
889,GB3LE,433.100000,+,1.600000,,88.5,88.5,FM,12.5,MARKFIELD
890,GB3LF,433.350000,+,1.600000,,88.5,88.5,FM,12.5,KENDAL
891,GB3LH,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
892,GB3LI,433.250000,+,1.600000,,88.5,88.5,FM,12.5,LIVERPOOL
893,GB3LL,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
894,GB3LM,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
895,GB3LN,430.925000,+,7.600000,,88.5,88.5,FM,12.5,
896,GB3LP,50.750000,+,0.500000,,88.5,88.5,FM,12.5,LIVERPOOL
897,GB3LR,430.862500,+,7.600000,,88.5,88.5,FM,12.5,NEWHAVEN
898,GB3LS,433.050000,+,1.600000,,88.5,88.5,FM,12.5,LINCOLN
899,GB3LT,433.250000,+,1.600000,,88.5,88.5,FM,12.5,
900,GB3LU,145.675000,-,0.600000,,88.5,88.5,FM,12.5,
901,GB3LV,433.050000,+,1.600000,,88.5,88.5,FM,12.5,NORTH LONDON
902,GB3LY,145.600000,-,0.600000,,88.5,88.5,FM,12.5,LIMAVADY
903,GB3LZ,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
904,GB3MB,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
905,GB3ME,433.150000,+,1.600000,,88.5,88.5,FM,12.5,
906,GB3MG,430.900000,+,7.600000,,88.5,88.5,DV,12.5,
907,GB3MH,145.625000,-,0.600000,,88.5,88.5,FM,12.5,EAST GRINSTEAD
908,GB3MI,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
909,GB3MK,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
910,GB3ML,430.912500,+,7.600000,,88.5,88.5,FM,12.5,
911,GB3MM,1297.150000,-,6.000000,,88.5,88.5,FM,12.5,WOLVERHAMPTON
912,GB3MN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,
913,GB3MP,145.750000,-,0.600000,,88.5,88.5,FM,12.5,
914,GB3MR,433.350000,+,1.600000,,88.5,88.5,FM,12.5,STOCKPORT
915,GB3MT,430.900000,+,7.600000,,88.5,88.5,FM,12.5,MAGHERAFELT
916,GB3MW,433.250000,+,1.600000,,88.5,88.5,FM,12.5,
917,GB3MY,433.275000,+,1.600000,,88.5,88.5,FM,12.5,
918,GB3NA,145.612500,-,0.600000,,88.5,88.5,FM,12.5,
919,GB3NB,145.625000,-,0.600000,,88.5,88.5,FM,12.5,NORWICH
920,GB3NC,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
921,GB3NE,145.762500,-,0.600000,,88.5,88.5,FM,12.5,NEWBURY
922,GB3NF,145.625000,-,0.600000,,88.5,88.5,FM,12.5,
923,GB3NG,145.625000,-,0.600000,,88.5,88.5,FM,12.5,FRASERBURGH
924,GB3NH,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
925,GB3NI,145.725000,-,0.600000,,88.5,88.5,FM,12.5,BELFAST N.I.
926,GB3NK,433.100000,+,1.600000,,88.5,88.5,FM,12.5,ERITH
927,GB3NL,145.775000,-,0.600000,,88.5,88.5,FM,12.5,NORTH LONDON
928,GB3NN,433.050000,+,1.600000,,88.5,88.5,FM,12.5,WELLS NORFOLK
929,GB3NO,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,NORWICH
930,GB3NP,430.887500,+,7.600000,,88.5,88.5,FM,12.5,
931,GB3NR,433.000000,+,1.600000,,88.5,88.5,FM,12.5,NORWICH
932,GB3NS,439.675000,-,9.000000,,88.5,88.5,DV,12.5,
933,GB3NT,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
934,GB3NW,145.625000,-,0.600000,,88.5,88.5,FM,12.5,
935,GB3NX,430.850000,+,7.600000,,88.5,88.5,FM,12.5,CRAWLEY SUSSEX
936,GB3NY,430.825000,+,7.600000,,88.5,88.5,FM,12.5,
937,GB3NZ,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
938,GB3OA,145.612500,-,0.600000,,88.5,88.5,FM,12.5,SOUTHPORT
939,GB3OC,145.650000,-,0.600000,,88.5,88.5,FM,12.5,KIRKWALL
940,GB3OH,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
941,GB3OM,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
942,GB3OR,430.837500,+,7.600000,,88.5,88.5,FM,12.5,
943,GB3OV,433.125000,+,1.600000,,88.5,88.5,FM,12.5,ST NEOTS
944,GB3OY,430.950000,+,7.600000,,88.5,88.5,FM,12.5,BUCKHURST HILL
945,GB3PA,145.625000,-,0.600000,,88.5,88.5,FM,12.5,PAISLEY
946,GB3PB,145.625000,-,0.600000,,88.5,88.5,FM,12.5,
947,GB3PC,430.862500,+,7.600000,,88.5,88.5,FM,12.5,
948,GB3PE,145.675000,-,0.600000,,88.5,88.5,FM,12.5,
949,GB3PF,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
950,GB3PI,145.750000,-,0.600000,,88.5,88.5,FM,12.5,ROYSTON
951,GB3PK,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
952,GB3PL,145.762500,-,0.600000,,88.5,88.5,FM,12.5,E.CORNWALL
953,GB3PM,430.900000,+,7.600000,,88.5,88.5,FM,12.5,
954,GB3PO,145.650000,-,0.600000,,88.5,88.5,FM,12.5,IPSWICH
955,GB3PP,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
956,GB3PR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,
957,GB3PS,1297.075000,-,6.000000,,88.5,88.5,FM,12.5,ROYSTON
958,GB3PT,430.862500,+,7.600000,,88.5,88.5,FM,12.5,
959,GB3PU,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
960,GB3PW,145.775000,-,0.600000,,88.5,88.5,FM,12.5,NEWTOWN POWYS
961,GB3PX,50.780000,+,0.500000,,88.5,88.5,FM,12.5,ROYSTON
962,GB3PY,430.900000,+,7.600000,,88.5,88.5,FM,12.5,
963,GB3PZ,430.900000,+,7.600000,,88.5,88.5,FM,12.5,
964,GB3RB,433.200000,+,1.600000,,88.5,88.5,FM,12.5,BOLSOVER
965,GB3RC,430.862500,+,7.600000,,88.5,88.5,FM,12.5,
966,GB3RD,145.675000,-,0.600000,,88.5,88.5,FM,12.5,READING
967,GB3RE,433.275000,+,1.600000,,88.5,88.5,FM,12.5,MAIDSTONE
968,GB3RF,145.775000,-,0.600000,,88.5,88.5,FM,12.5,
969,GB3RH,433.275000,+,1.600000,,88.5,88.5,FM,12.5,AXMINSTER
970,GB3RO,430.825000,+,7.600000,,88.5,88.5,FM,12.5,
971,GB3RR,430.850000,+,7.600000,,88.5,88.5,FM,12.5,
972,GB3RT,433.000000,+,1.600000,,88.5,88.5,FM,12.5,CWMBRAN
973,GB3RU,433.275000,+,1.600000,,88.5,88.5,FM,12.5,READING
974,GB3RW,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
975,GB3SA,430.962500,+,7.600000,,88.5,88.5,FM,12.5,
976,GB3SA,430.962500,+,7.600000,Tone,118.8,118.8,FM,12.5,Stamford
977,GB3SB,145.650000,-,0.600000,,88.5,88.5,FM,12.5,SELKIRK
978,GB3SC,430.862500,+,7.600000,,88.5,88.5,FM,12.5,
979,GB3SD,433.350000,+,1.600000,,88.5,88.5,FM,12.5,WEYMOUTH
980,GB3SE,1297.075000,-,6.000000,,88.5,88.5,FM,12.5,STOKE ON TRENT
981,GB3SF,430.937500,+,7.600000,,88.5,88.5,FM,12.5,
982,GB3SG,430.912500,+,7.600000,,88.5,88.5,FM,12.5,
983,GB3SH,145.662500,-,0.600000,,88.5,88.5,FM,12.5,
984,GB3SI,145.625000,-,0.600000,,88.5,88.5,FM,12.5,HELSTON
985,GB3SJ,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
986,GB3SK,433.150000,+,1.600000,,88.5,88.5,FM,12.5,CANTERBURY
987,GB3SL,50.730000,+,0.500000,,88.5,88.5,FM,12.5,KILSYTH
988,GB3SM,433.325000,+,1.600000,,88.5,88.5,FM,12.5,STOKE ON TRENT
989,GB3SN,145.725000,-,0.600000,,88.5,88.5,FM,12.5,ALTON HANTS
990,GB3SO,433.000000,+,1.600000,,88.5,88.5,FM,12.5,
991,GB3SP,433.100000,+,1.600000,,88.5,88.5,FM,12.5,
992,GB3SR,430.912500,+,7.600000,,88.5,88.5,FM,12.5,
993,GB3SS,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
994,GB3ST,433.225000,+,1.600000,,88.5,88.5,FM,12.5,STOKE ON TRENT
995,GB3SU,433.200000,+,1.600000,,88.5,88.5,FM,12.5,
996,GB3SV,145.612500,-,0.600000,,88.5,88.5,FM,12.5,
997,GB3SW,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
998,GB3SX,50.790000,+,0.500000,,88.5,88.5,FM,12.5,STOKE ON TRENT
999,GB3SY,433.150000,+,1.600000,,88.5,88.5,FM,12.5,
1000,GB3TA,145.737500,-,0.600000,,88.5,88.5,FM,12.5,
1001,GB3TC,433.350000,+,1.600000,,88.5,88.5,FM,12.5,
1002,GB3TD,433.075000,+,1.600000,,88.5,88.5,FM,12.5,
1003,GB3TE,145.612500,-,0.600000,,88.5,88.5,FM,12.5,
1004,GB3TF,433.200000,+,1.600000,,88.5,88.5,FM,12.5,
1005,GB3TH,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
1006,GB3TJ,433.300000,+,1.600000,,88.5,88.5,FM,12.5,
1007,GB3TP,145.725000,-,0.600000,,88.5,88.5,FM,12.5,SHIPLEY
1008,GB3TR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,TORQUAY
1009,GB3TS,433.175000,+,1.600000,,88.5,88.5,FM,12.5,
1010,GB3TU,433.225000,+,1.600000,,88.5,88.5,FM,12.5,TRING HERTS
1011,GB3TW,145.725000,-,0.600000,,88.5,88.5,FM,12.5,
1012,GB3TY,50.780000,+,0.500000,,88.5,88.5,FM,12.5,CARRICKFERGUS
1013,GB3UB,433.100000,+,1.600000,,88.5,88.5,FM,12.5,BATH AVON
1014,GB3UL,433.050000,+,1.600000,,88.5,88.5,FM,12.5,BELFAST N.I.
1015,GB3UM,50.740000,+,0.500000,,88.5,88.5,FM,12.5,MARKFIELD
1016,GB3UO,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
1017,GB3UP,430.912500,+,7.600000,,88.5,88.5,FM,12.5,
1018,GB3US,433.000000,+,1.600000,,88.5,88.5,FM,12.5,SHEFFIELD
1019,GB3VA,145.700000,-,0.600000,,88.5,88.5,FM,12.5,BRILL
1020,GB3VE,433.100000,+,1.600000,,88.5,88.5,DV,12.5,
1021,GB3VH,433.325000,+,1.600000,,88.5,88.5,FM,12.5,WELWYN GARDEN CITY
1022,GB3VI,50.860000,+,0.500000,,88.5,88.5,FM,12.5,
1023,GB3VM,145.612500,-,0.600000,,88.5,88.5,FM,12.5,
1024,GB3VN,430.925000,+,7.600000,,88.5,88.5,FM,12.5,
1025,GB3VO,145.637500,-,0.600000,,88.5,88.5,FM,12.5,
1026,GB3VS,433.075000,+,1.600000,,88.5,88.5,FM,12.5,TAUNTON
1027,GB3VT,145.725000,-,0.600000,,88.5,88.5,DV,12.5,
1028,GB3VW,438.387500,-,7.600000,,88.5,88.5,FM,12.5,
1029,GB3WA,430.875000,+,7.600000,,88.5,88.5,FM,12.5,DALRY
1030,GB3WB,433.300000,+,1.600000,,88.5,88.5,FM,12.5,WESTON-SUPER-MARE
1031,GB3WC,1297.375000,-,6.000000,,88.5,88.5,FM,12.5,WAKEFIELD
1032,GB3WD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,
1033,GB3WE,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
1034,GB3WF,433.350000,+,1.600000,,88.5,88.5,FM,12.5,
1035,GB3WG,430.875000,+,7.600000,,88.5,88.5,FM,12.5,PORT TALBOT
1036,GB3WH,145.650000,-,0.600000,,88.5,88.5,FM,12.5,SWINDON
1037,GB3WI,433.375000,+,1.600000,,88.5,88.5,FM,12.5,
1038,GB3WK,145.775000,-,0.600000,,88.5,88.5,FM,12.5,
1039,GB3WL,430.950000,+,7.600000,,88.5,88.5,FM,12.5,
1040,GB3WM,433.050000,+,1.600000,,88.5,88.5,FM,12.5,
1041,GB3WN,438.387500,-,7.600000,,88.5,88.5,FM,12.5,
1042,GB3WO,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
1043,GB3WP,430.937500,+,7.600000,,88.5,88.5,FM,12.5,
1044,GB3WR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,
1045,GB3WS,145.750000,-,0.600000,,88.5,88.5,FM,12.5,CRAWLEY SUSSEX
1046,GB3WT,145.775000,-,0.600000,,88.5,88.5,FM,12.5,OMAGH
1047,GB3WU,430.825000,+,7.600000,,88.5,88.5,FM,12.5,WORCESTER
1048,GB3WW,145.775000,-,0.600000,,88.5,88.5,FM,12.5,
1049,GB3WX-10,29.210000,+,21.310000,,88.5,88.5,FM,12.5,MERE WILTSHIRE
1050,GB3WX-6,50.520000,-,21.310000,,88.5,88.5,FM,12.5,MERE WILTSHIRE
1051,GB3WY,50.800000,+,0.500000,,88.5,88.5,FM,12.5,WAKEFIELD
1052,GB3XL,430.887500,+,7.600000,,88.5,88.5,FM,12.5,
1053,GB3XN,430.925000,+,7.600000,,88.5,88.5,FM,12.5,WORKSOP
1054,GB3XP,145.687500,-,0.600000,,88.5,88.5,FM,12.5,
1055,GB3XS,50.850000,+,0.500000,,88.5,88.5,FM,12.5,
1056,GB3XX,430.912500,+,7.600000,,88.5,88.5,FM,12.5,
1057,GB3XZ,1297.025000,-,6.000000,,88.5,88.5,FM,12.5,
1058,GB3YA,145.712500,-,0.600000,,88.5,88.5,FM,12.5,
1059,GB3YC,145.750000,-,0.600000,,88.5,88.5,FM,12.5,
1060,GB3YL,433.350000,+,1.600000,,88.5,88.5,FM,12.5,
1061,GB3YW,145.787500,-,0.600000,,88.5,88.5,FM,12.5,WAKEFIELD
1062,GB3ZA,145.737500,-,0.600000,,88.5,88.5,FM,12.5,
1063,GB3ZB,430.825000,+,7.600000,,88.5,88.5,FM,12.5,BRISTOL
1064,GB3ZI,430.975000,+,7.600000,,88.5,88.5,FM,12.5,
1065,GB3ZN,145.637500,-,0.600000,,88.5,88.5,FM,12.5,
