Callsign,Modes,"TX Frequency","TX CTCSS","RX Frequency","RX CTCSS","RX 1750",Duplex,Offset,Status,Latitude,Longitude,QTH,Locator
SR8T,"fm, echolink",145.725,103.5,145.125,103.5,1,-,0.6,off,49.756122,21.812941,"RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90",KN09VS
SR8TA,"fm, echolink",438.95,103.5,431.35,103.5,1,-,7.6,planned,49.756122,21.812941,"RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90",KN09VS
SR8TPM,fm,145.3375,71.9,145.3375,71.9,,,0,working,50.071275,22.710937,,KO10IB
SR8TR,fm,29.69,,29.59,,,-,0.1,planned,0,0,"Lezajsk Cmentarna CNR",KO10EF
SR8U,fm,145.6875,,145.0875,,,-,0.6,working,49.334568,22.298952,Baligrod,KN19DI
SR8UKS,dstar,439.1125,,431.5125,,,-,7.6,planned,49.756122,21.812941,"RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90",KN09VS
SR8UVB,dstar,439.4125,,431.8125,,,-,7.6,working,52.18624,22.78165,"Chotycze - RTCN osice",KO12JE
SR8UVC,"dstar, dmr, c4fm",439.55,,431.95,,,-,7.6,off,52.048835,23.116651,"Biaa Podlaska",KO12NB
SR8UVL,dstar,438.825,,431.225,,,-,7.6,working,51.225671,22.623193,Lublin,KO11HF
SR8UVP,dstar,439.4625,,431.8625,,,-,7.6,working,51.325496,21.968573,"Kazimierz Dolny",KO01XH
SR8UVS,dstar,438.325,,430.725,,,-,7.6,working,51.215067,22.70218,Swidnik,KO11IF
SR8UWD,"dstar, dmr, c4fm",438.5125,,430.9125,,,-,7.6,working,51.558078,23.55371,Wodawa,KO11SN
SR8V,fm,145.6125,,145.0125,103.5,,-,0.6,working,49.81322,21.350967,Jaso,KN09QT
SR8WD,fm,438.975,103.5,431.375,103.5,,-,7.6,working,51.548785,23.548394,Wodawa,KO11SN
SR8X,fm,145.7,118.8,145.1,118.8,,-,0.6,off,51.351915,22.187133,Puawy,KO11CI
SR8Y,fm,145.65,123,145.05,123,,-,0.6,working,49.96557,21.99461,Rzeszow,KN09XX
SR8Z,fm,145.75,77,145.15,77,,-,0.6,working,50.607544,23.261111,"Feliksowka k/Zamoscia",KO10PO
SR8ZA,fm,439.275,77,431.675,77,,-,7.6,working,50.607544,23.261111,"Feliksowka k/Zamoscia",KO10PO
SR9A,fm,145.775,,145.175,,1,-,0.6,working,49.884356,20.911473,"Gora Wa - Tarnow",KN09KV
SR9ABC,fm,51.99,,51.39,,,-,0.6,off,49.466565,20.556552,"Szczawnica - Gora Przehyba (Teren schroniska)",KN09GL
SR9AD,"fm, dstar",438.625,,431.025,,,-,7.6,planned,0,0,Krakow,JN99XX
SR9AD,c4fm,439,,431.4,,,-,7.6,working,50.027327,19.923507,Krakow,JO90XA
SR9AE,fm,438.825,103.5,431.225,103.5,,-,7.6,working,49.766749,20.059544,"Obserwatorium astronomiczne na Gorze Lubomir",KN09AS
SR9AMS,"fm, echolink, c4fm",145.2375,107.2,145.2375,,,,0,off,49.71934,20.45485,"(zmiana lokalizacji)",KN09FR
SR9ASR,"fm, dmr",438.3,74.4,430.7,74.4,,-,7.6,working,49.787232,19.22477,"Gora Zar",JN99OS
SR9B,"fm, c4fm",145.7125,,145.1125,67,1,-,0.6,off,49.685223,19.029843,Skrzyczne,JN99MQ
SR9BN,dmr,439.225,,431.625,,,-,7.6,working,50.319022,19.115659,Bedzin,JO90NH
SR9BSR,"fm, dmr",438.25,,430.65,74.4,,-,7.6,working,49.760053,19.001327,"Gora Szyndzielnia",JN99MS
SR9C,fm,145.6,103.5,145,103.5,,-,0.6,off,50.066357,19.940202,Krakow,JO90XB
SR9CSR,dmr,439.5125,,431.9125,,,-,7.6,off,49.933851,19.249664,Osiek,JN99OW
SR9CZ,dstar,439.175,,431.575,,,-,7.6,working,50.814463,19.12091,Czestochowa,JO90NT
SR9CZC,echolink,145.3375,107.2,145.3375,,,,0,off,50.784237,19.127363,Czestochowa,JO90NS
SR9CZE,fm,439.5625,,431.9625,67,,-,7.6,working,50.843583,19.133441,Czestochowa,JO90NU
SR9D,c4fm,145.675,,145.075,71.9,,-,0.6,working,50.307652,19.12205,Bedzin,JO90NH
SR9DBN,dmr,438.475,,430.875,,,-,7.6,working,50.213236,19.127539,Mysowice,JO90NF
SR9DBY,dmr,439.15,,431.55,,,-,7.6,testing,0,0,Bytom,JO90KI
SR9DDP,dmr,438.55,,430.95,,,-,7.6,inprogress,49.435756,20.734167,"Gora Kicarz",KN09IK
SR9DJK,dmr,438.375,,430.775,,,-,7.6,working,50.579506,19.449523,"Wodowice - Jura",JO90RN
SR9DKA,dmr,438.5,,430.9,,,-,7.6,off,50.298203,19.005029,"Siemianowice Slaskie",JO90MH
SR9DLI,dmr,438.975,,431.375,,,-,7.6,working,49.704911,20.402898,"Limanowa Lipowe",KN09EQ
SR9DMR,dmr,438.45,,430.85,,,-,7.6,working,50.245312077121,19.026965855589,Katowice,JO90MF
SR9DSK,dmr,438.525,,430.925,,,-,7.6,working,49.418869,20.476544,SZCZAWNICA,KN09FK
SR9DSR,dmr,145.5875,,144.9875,,,-,0.6,off,49.738391,19.007333,Klimczok,JN99MR
SR9DV,"fm, dstar, dmr, c4fm",438.325,,430.725,67,,-,7.6,unverified,50.116012,19.969213,Wegrzce,JO90XC
SR9DX,"fm, c4fm",145.575,71.9,144.975,71.9,,-,0.6,off,0,0,Bytom,JO90KI
SR9DXK,dmr,438.6125,,431.0125,,,-,7.6,off,0,0,Bytom,JO90KI
SR9E,"fm, echolink",145.725,71.9,145.125,71.9,,-,0.6,working,50.298203,19.005029,"Siemianowice Slaskie",JO90MH
SR9EE,fm,438.875,,431.275,67,,-,7.6,off,49.685223,19.029843,"Skrzyczne EMITEL",JN99MQ
SR9EHO,"fm, echolink",29.61,107.2,29.61,107.2,,,0,off,49.719397,20.454828,"Mordarka - ysa Gora (k. Limanowej)",KN09FR
SR9FUN,fm,29.66,107.2,29.56,107.2,,-,0.1,off,49.466572,20.556545,"Szczawnica - Gora Przehyba (Teren schroniska)",KN09GL
SR9GC,fm,438.925,,431.325,,1,-,7.6,working,0,0,Gliwice,JO90HG
SR9GP,"fm, echolink",438.65,107.2,431.05,107.2,,-,7.6,testing,49.724771,20.45819,"Mordarka - ysa gora",KN09FR
SR9GR,"fm, dstar, dmr, c4fm",438.5375,162.2,430.9375,162.2,,-,7.6,working,49.664762,21.152389,"Gorlice, maszt Emitel na Gorze Cmentarnej",KN09NP
SR9IVG,"fm, echolink",70.26,107.2,70.26,,,,0,off,49.719395,20.454785,"Mordarka - ysa Gora (k. Limanowej)",KN09FR
SR9J,fm,145.7875,123,145.1875,123,,-,0.6,working,50.814463,19.12091,Czestochowa,JO90NT
SR9JG,"fm, fmpoland",439.4625,71.9,431.8625,71.9,,-,7.6,working,50.70491,19.28541,Biskupice,JO90PQ
SR9JK,"fm, echolink",438.8,,431.2,94.8,,-,7.6,working,50.539655,19.428821,Wodowice,JO90RM
SR9JSR,dmr,439.3125,,431.7125,,,-,7.6,off,0,0,"Jastrzebie Zdroj",JN99HX
SR9K,fm,145.75,,145.15,103.5,,-,0.6,working,49.9731,20.033849,"Siercza k/Wieliczki",KN09AX
SR9KAO,"fm, dstar, dmr, apco25, c4fm",439.2125,,431.6125,,,-,7.6,planned,50.03314,20.998133,Tarnow,KO00LA
SR9KD,"fm, c4fm",438.95,,431.35,71.9,,-,7.6,working,50.312352,19.198926,Sosnowiec,JO90OH
SR9KM,fm,438.975,,431.375,71.9,,-,7.6,working,50.57099703963,18.650322797483,"Krupski Myn",JO90HN
SR9KR,dstar,439.275,,431.675,,,-,7.6,working,49.959167,20.088,"Choragwica k/Krakowa",KN09BX
SR9KS,fm,438.9,103.5,431.3,103.5,,-,7.6,working,49.9731,20.033849,"Siercza k/Wieliczki",KN09AX
SR9KW,fm,439.025,67,431.425,67,,-,7.6,off,0,0,Pogrzebien,JO90DB
SR9L,fm,145.6875,107.2,145.0875,107.2,,-,0.6,working,49.704911,20.402898,"Limanowa Lipowe",KN09EQ
SR9LC,"fm, c4fm",438.7,71.9,431.1,71.9,,-,7.6,working,50.698776,18.642656,LUBECKO,JO90HQ
SR9LC,"fm, c4fm",145,71.9,145,71.9,,,0,working,50.698776,18.642656,Lubecko,JO90HQ
SR9LI,"fm, echolink",438.675,,431.075,,1,-,7.6,working,49.773212,20.385038,Pasierbiec,KN09ES
SR9LK,fm,1298.5,,1270.5,,,-,28,working,49.9731,20.033849,"Siercza k/Wieliczki",KN09AX
SR9NJ,fm,1298.15,,1270.15,,,-,28,working,49.417864,20.895578,"Krynica Zdroj, Jaworzyna (gorna stacja kolejki gondolowej",KN09KK
SR9NJ,"fm, echolink",438.7,103.5,431.1,103.5,,-,7.6,working,49.417864,20.895578,"Krynica Zdroj, Jaworzyna (gorna stacja kolejki gondolowej",KN09KK
SR9NP,"fm, fmlink",438.9375,107.2,431.3375,107.2,,-,7.6,working,49.467423,20.554353,Prehyba,KN09GL
SR9NS,"fm, c4fm",439.225,107.2,431.625,107.2,,-,7.6,working,49.633351,20.737875,"Nowy Sacz",KN09IP
SR9NSC,"echolink, fmpoland",145.3375,103.5,145.3375,,,,0,testing,49.612762,20.716533,"Nowy Sacz",KN09IO
SR9NSK,fm,434.675,,434.675,,,,0,off,49.685689,19.031386,Skrzyczne,JN99MQ
SR9OA,fm,438.75,,431.15,107.2,,-,7.6,working,50.004545,20.243282,"Wieza widokowa Dabrowa",KO00CA
SR9OMP,"fm, dmr",431.3375,77,438.9375,77,,+,7.6,working,49.736501,18.634977,Cieszyn,JN99HR
SR9P,"fm, echolink",145.6625,,145.0625,103.5,,-,0.6,working,49.7533,19.7822,"Gora Koskowa POLKOMTEL",JN99VS
SR9PC,fm,438.85,,431.25,103.5,1,-,7.6,working,49.7533,19.7822,"Gora Koskowa POLKOMTEL",JN99VS
SR9PJD,"fm, dmr, c4fm",431.8,,439.4,,,+,7.6,testing,0,0,Gliwice,JO90HH
SR9POL,echolink,50.53,,50.53,,,,0,off,49.719364,20.454774,"Mordarka - ysa Gora (k. Limanowej)",KN09FR
SR9PS,"fm, echolink",439.25,67,431.65,67,,-,7.6,working,50.039285,18.400512,Pszow,JO90EA
SR9RAC,fm,439.575,67,431.975,67,,-,7.6,working,50.120982,18.153277,Strzybniczek,JO90BC
SR9RC,c4fm,438.675,67,431.075,67,,-,7.6,working,0,0,Pogrzebien,JO90DB
SR9RR,"fm, dmr",439.1,107.2,431.5,107.2,,-,7.6,inprogress,0,0,,KN09JM
SR9RSR,dmr,438.3375,,430.7375,,,-,7.6,working,50.087687,18.534451,Rybnik,JO90GC
SR9RT,"fm, fmpoland",145.6375,103.5,145.0375,103.5,,-,0.6,working,49.719344,20.454852,"Mordarka - ysa Gora 781 m n.p.m. (k. Limanowej)",KN09FR
SR9RT,"fm, fmpoland",438.6375,103.5,431.0375,103.5,,-,7.6,working,49.719344,20.454852,"Mordarka - ysa Gora 781 m n.p.m. k. Limanowej",KN09FR
SR9RT,"fm, fmpoland",51.99,103.5,51.39,103.5,,-,0.6,working,49.719344,20.454852,"Mordarka - ysa Gora 781 m n.p.m. k. Limanowej",KN09FR
SR9RT,"fm, fmpoland",29.66,103.5,29.56,103.5,,-,0.1,working,49.719344,20.454852,"Mordarka - ysa Gora 781 m n.p.m. k. Limanowej",KN09FR
SR9S,fm,145.775,67,145.175,67,,-,0.6,working,50.01602,19.10627,Wola,JO90NA
SR9S,"fm, c4fm",439.4125,67,431.8125,67,,-,7.6,working,50.01657,19.106255,Wola,JO90NA
SR9SA,"fm, echolink",439.45,67,431.85,67,,-,7.6,planned,49.760432,19.001325,"Gora Szyndzielnia, Bielsko-Biaa",JN99MS
SR9SC,"fm, dmr",438.9625,,431.3625,67,,-,7.6,off,49.736501,18.634977,Cieszyn,JN99HR
SR9SE,"fm, c4fm",439.2,,431.6,71.9,,-,7.6,off,50.318897,19.115915,Bedzin,JO90NH
SR9SIM,echolink,145.3375,79.7,145.3375,79.7,,,0,off,50.26633,19.1375,Sosnowiec,JO90NG
SR9SIM,dstar,439.0375,,431.4375,,,-,7.6,inprogress,0,0,Sosnowiec,
SR9SK,"fm, c4fm",439.375,67,431.775,67,,-,7.6,working,49.685223,19.029843,Skrzyczne,JN99MQ
SR9SS,fm,439.1,71.9,431.5,71.9,,-,7.6,working,50.298203,19.005029,"Siemianowice Slaskie",JO90MH
SR9SZ,c4fm,439.15,,431.55,,,-,7.6,working,50.298203,19.005029,"Siemianowice Slaskie",JO90MH
SR9TB,fm,438.775,103.5,431.175,103.5,1,-,7.6,working,49.884356,20.911473,"Gora Wa - Tarnow",KN09KV
SR9TG,"fm, echolink",145.6125,71.9,145.0125,71.9,,-,0.6,off,0,0,"Tarnowskie Gory",JO90KK
SR9TM,"fm, dstar",438.5125,103.5,430.9125,103.5,,-,7.6,working,49.782306,20.022833,"Pcim - Kudacze",KN09AS
SR9TR,dmr,439.175,,431.575,,,-,7.6,working,50.02509,21.007561,Tarnow,KO00MA
SR9TRZ,dmr,438.575,,430.975,,,-,7.6,working,50.173858,19.472398,Trzebinia,JO90RE
SR9UCZ,dmr,439.0875,,431.4875,,,-,7.6,working,50.843583,19.133441,Czestochowa,JO90NU
SR9UPZ,dmr,438.5875,,430.9875,,,-,7.6,working,49.678767,20.626436,Kleczany,KN09HQ
SR9US,dmr,438.125,,430.525,,,-,7.6,working,49.683229113152,18.820010726441,"Ustron Gora Czantoria",JN99JQ
SR9UV,dstar,439.3375,,431.7375,,,-,7.6,working,50.555045,19.478789,Wodowice,JO90RN
SR9UVC,c4fm,438.625,,431.025,,,-,7.6,working,49.969967,19.934092,Krakow,JN99XX
SR9UVJ,"dstar, c4fm",439.5,,431.9,,,-,7.6,working,0,0,"Jaworzyna Krynicka",KN09KK
SR9UVJ,"dstar, c4fm",439.5,,431.9,,,-,7.6,working,0,0,"Jaworzyna krynicka",KN09KK
SR9UVJ-B,dstar,439.5,,431.9,,,-,7.6,working,49.417864,20.895578,"Krynica Zdroj - Jaworzyna (gorna stacja kolejki gondolowej)",KN09KK
SR9DJC,dstar,145.7875,,145.1875,,,-,0.6,working,49.417864,20.895578,"Krynica Zdroj - Jaworzyna (gorna stacja kolejki gondolowej)",KN09KK
SR9UVL,dmr,438.3625,,430.7625,,,-,7.6,off,49.653614,19.991663,"Lubon Wlk.",JN99XP
SR9UVM,dmr,439.4,,431.8,,,-,7.6,working,49.958656,20.081999,"Krakow - RTCN Choragwica EMITEL",KN09AX
SR9UVO,dmr,439.325,,431.725,,,-,7.6,off,50.115185,19.748343,Kochanow,JO90UC
SR9UVP,dstar,439.3625,,431.7625,,,-,7.6,working,49.7533,19.7822,"Gora Koskowa POLKOMTEL",JN99VS
SR9UVR,"fm, fmpoland",439.3,,431.7,94.8,,-,7.6,working,49.349622,20.053072,"Gliczarow Gorny Maszt OSP",KN09AI
SR9UVT,dmr,439.2375,,431.6375,,,-,7.6,working,49.7533,19.7822,"Gora Koskowa POLKOMTEL",JN99VS
SR9UVU,dstar,439.1625,,431.5625,,,-,7.6,off,49.685473,19.031218,Skrzyczne,JN99MQ
SR9UVZ,"c4fm, dstar",439.2,,431.6,,,-,7.6,working,49.349622,20.053072,"Gliczarow Gorny Maszt OSP",KN09AI
SR9UW,dmr,439.05,,431.45,,,-,7.6,testing,0,0,Katowice,JO90MG
SR9VDM,dmr,438.2,,430.6,,,-,7.6,working,49.891714,20.928624,Lichwin,KN09LV
SR9VJK,dmr,438.3125,,430.7125,,,-,7.6,working,49.417328,20.895254,"Jaworzyna Krynicka",KN09KK
SR9VJP,"dstar, dmr, c4fm",438.5875,,430.9875,,,-,7.6,working,0,0,MUSZYNA,KN09LI
SR9VO,"fm, echolink",439.075,103.5,431.475,103.5,,-,7.6,off,50.033162,20.998049,Tarnow,KO00LA
SR9VRJ,dmr,438.7125,,431.1125,,,-,7.6,off,49.307959,19.936232,"Obiekt Emitel RTON Gubaowka",JN99XH
SR9VVO,dstar,439.4375,,431.8375,,,-,7.6,working,49.891714,20.928624,Lichwin,KN09LV
SR9W,fm,145.6,103.5,145,103.5,,-,0.6,inprogress,49.778695397775,20.396280558875,"Makowica - Kamionna",KN09es
SR9X,fm,145.7,,145.1,,,-,0.6,working,49.307959,19.936232,"Obiekt Emitel RTON Gubaowka",JN99XH
SR9Z,fm,145.7375,107.2,145.1375,107.2,,-,0.6,working,49.467256,20.553933,"Przehyba EMITEL",KN09GL
SR9ZAC,echolink,145.2875,107.2,145.2875,,,,0,working,49.277298,19.877682,"Koscielisko (Podhale)",JN99WG
SR9ZAR,fm,439.5375,67,431.9375,67,,-,7.6,working,49.787232,19.22477,"Gora Zar",JN99OS
SR9ZHP,fm,145.2875,127.3,145.2875,127.3,,,0,working,0,0,Bedzin,JO90NH
